3lbs,0
3mg,1
3rd,2
3rd day,3
3rd month,4
3rd week,5
abdomen,6
abdominal,7
abdominal pain,8
ability,9
able,10
able control,11
able eat,12
able fall,13
able fall asleep,14
able get,15
able lose,16
able quit,17
able sleep,18
able stop,19
able take,20
abnormal,21
absolute,22
absolutely,23
absolutely amazing,24
absolutely love,25
absolutely nothing,26
acanya,27
accident,28
according,29
accutane,30
accutane month,31
accutane year,32
ache,33
achieve,34
acid,35
acid reflux,36
acne,37
acne acne,38
acne almost,39
acne also,40
acne always,41
acne around,42
acne away,43
acne back,44
acne bad,45
acne breakout,46
acne came,47
acne came back,48
acne cheek,49
acne chin,50
acne clear,51
acne cleared,52
acne come,53
acne come back,54
acne completely,55
acne cream,56
acne ever,57
acne face,58
acne first,59
acne forehead,60
acne free,61
acne get,62
acne getting,63
acne gone,64
acne got,65
acne got worse,66
acne gotten,67
acne life,68
acne like,69
acne long,70
acne medication,71
acne month,72
acne much,73
acne never,74
acne nothing,75
acne prescribed,76
acne pretty,77
acne problem,78
acne really,79
acne scar,80
acne severe,81
acne since,82
acne since tried,83
acne since year,84
acne started,85
acne still,86
acne took,87
acne treatment,88
acne tried,89
acne used,90
acne week,91
acne well,92
acne went,93
acne within,94
acne worse,95
acne worst,96
acne would,97
acne year,98
acne year tried,99
across,100
act,101
acting,102
active,103
activity,104
actos,105
actual,106
actually,107
actually work,108
aczone,109
adapalene,110
add,111
added,112
addict,113
addicted,114
addiction,115
addictive,116
adding,117
addition,118
additional,119
adhd,120
adipex,121
adipex day,122
adipex month,123
adjust,124
adjusted,125
adjusting,126
adjustment,127
admit,128
adult,129
adult acne,130
adult life,131
adverse,132
advice,133
advil,134
advise,135
advised,136
affect,137
affected,138
affected area,139
affecting,140
afford,141
affordable,142
afraid,143
afrezza,144
afternoon,145
afterwards,146
age,147
agitated,148
ago,149
ago acne,150
ago already,151
ago doctor,152
ago first,153
ago lb,154
ago lost,155
ago lost lb,156
ago lost pound,157
ago prescribed,158
ago side,159
ago side effect,160
ago started,161
ago still,162
ago today,163
ago went,164
agree,165
agreed,166
ahead,167
aid,168
air,169
alarm,170
alcohol,171
alcohol withdrawal,172
alcoholic,173
alcoholism,174
alert,175
aleve,176
allergic,177
allergic reaction,178
allergy,179
alli,180
allow,181
allowed,182
allows,183
almost,184
almost completely,185
almost every,186
almost gone,187
almost immediately,188
almost month,189
almost two,190
almost week,191
almost year,192
alone,193
along,194
alot,195
already,196
already lost,197
already lost lb,198
already lost pound,199
also,200
also experienced,201
also feel,202
also felt,203
also get,204
also got,205
also help,206
also helped,207
also lost,208
also made,209
also noticed,210
also prescribed,211
also started,212
also take,213
also take metformin,214
also taking,215
also use,216
also used,217
also using,218
also work,219
alternative,220
although,221
altogether,222
always,223
amazed,224
amazing,225
amazing result,226
amazingly,227
ambien,228
ambien lunesta,229
ambien work,230
ambien worked,231
ambien year,232
amitriptyline,233
amount,234
amount food,235
amount time,236
amount weight,237
anger,238
angry,239
ankle,240
annoying,241
another,242
another lb,243
another month,244
another one,245
another pound,246
another week,247
answer,248
antabuse,249
anti,250
anti depressant,251
antibiotic,252
antidepressant,253
anxiety,254
anxiety attack,255
anxiety depression,256
anxiety insomnia,257
anxious,258
anybody,259
anymore,260
anyone,261
anyone else,262
anyone struggling,263
anything,264
anything else,265
anything like,266
anyway,267
anyways,268
anywhere,269
apart,270
app,271
apparently,272
appear,273
appeared,274
appetite,275
appetite craving,276
appetite decreased,277
appetite eat,278
appetite feel,279
appetite gone,280
appetite suppressant,281
apple,282
application,283
applied,284
apply,285
applying,286
appointment,287
approved,288
approx,289
approximately,290
april,291
aquaphor,292
area,293
arm,294
around,295
around chin,296
around day,297
around eye,298
around lb,299
around month,300
around mouth,301
around nose,302
around period,303
around pound,304
around time,305
around week,306
around year,307
arthritis,308
aside,309
ask,310
ask doctor,311
asked,312
asked doctor,313
asking,314
asleep,315
asleep hour,316
asleep night,317
asleep stay,318
asleep stay asleep,319
asleep staying,320
asleep staying asleep,321
asleep wake,322
asleep within,323
asleep within minute,324
aspect,325
associated,326
ate,327
ativan,328
atralin,329
attack,330
attempt,331
attention,332
attitude,333
aug,334
august,335
avail,336
available,337
average,338
averaging,339
avoid,340
awake,341
awake hour,342
awake night,343
aware,344
away,345
away day,346
away soon,347
away time,348
awesome,349
awful,350
awhile,351
awoke,352
baby,353
back,354
back acne,355
back asleep,356
back chest,357
back day,358
back dermatologist,359
back doctor,360
back month,361
back neck,362
back normal,363
back one,364
back pain,365
back pill,366
back sleep,367
back smoking,368
back started,369
back track,370
back week,371
back went,372
back year,373
baclofen,374
bacteria,375
bactrim,376
bad,377
bad acne,378
bad breakout,379
bad cystic,380
bad cystic acne,381
bad dream,382
bad experience,383
bad headache,384
bad side,385
bad side effect,386
bad skin,387
bad taste,388
bad thing,389
badly,390
bag,391
balance,392
balanced,393
band,394
bar,395
barely,396
based,397
basically,398
basis,399
bathroom,400
battle,401
battled,402
battling,403
bear,404
bearable,405
beat,406
beautiful,407
became,408
become,409
becomes,410
becoming,411
bed,412
bed time,413
bedtime,414
beer,415
began,416
began taking,417
began using,418
begin,419
beginning,420
begun,421
behavior,422
behind,423
belching,424
believe,425
belly,426
belsomra,427
belviq,428
belviq day,429
belviq month,430
belviq week,431
benadryl,432
beneficial,433
benefit,434
benzaclin,435
benzodiazepine,436
benzos,437
benzoyl,438
benzoyl peroxide,439
besides,440
best,441
best decision,442
best decision ever,443
best ever,444
best luck,445
best medicine,446
best part,447
best result,448
best sleep,449
best thing,450
best thing ever,451
better,452
better choice,453
better day,454
better ever,455
better month,456
better result,457
better skin,458
better sleep,459
better still,460
better year,461
beware,462
beyaz,463
beyond,464
big,465
big deal,466
big difference,467
bigger,468
biggest,469
bike,470
binge,471
binge eating,472
bipolar,473
birth,474
birth control,475
birth control pill,476
birthday,477
bit,478
bit nausea,479
bite,480
black,481
black head,482
blackhead,483
bladder,484
bleeding,485
bleeds,486
blemish,487
blessing,488
bloated,489
bloating,490
block,491
blood,492
blood glucose,493
blood pressure,494
blood sugar,495
blood sugar level,496
blood sugar reading,497
blood test,498
blood work,499
blown,500
blue,501
blurred,502
blurred vision,503
blurry,504
blurry vision,505
bmi,506
body,507
body ache,508
body get,509
body get used,510
bone,511
bontril,512
bonus,513
boob,514
book,515
boost,516
borderline,517
bored,518
born,519
bother,520
bothered,521
bothersome,522
bottle,523
bottom,524
bought,525
bout,526
bowel,527
bowel movement,528
box,529
boy,530
boyfriend,531
brain,532
brain fog,533
brand,534
brand name,535
bread,536
break,537
break out,538
breakfast,539
breaking,540
breakout,541
breakthrough,542
breast,543
breath,544
breathe,545
breathing,546
bright,547
bring,548
bringing,549
brings,550
broke,551
broken,552
brother,553
brought,554
brown,555
build,556
build tolerance,557
built,558
built tolerance,559
bump,560
bump forehead,561
bumped,562
bumpy,563
bunch,564
bupropion,565
burn,566
burned,567
burning,568
burning sensation,569
burnt,570
burp,571
burping,572
burst,573
busy,574
butt,575
buy,576
buying,577
bydureon,578
byetta,579
bypass,580
caffeine,581
cake,582
cal,583
call,584
called,585
called doctor,586
calm,587
calmed,588
caloric,589
caloric intake,590
calorie,591
calorie day,592
calorie diet,593
calorie intake,594
calorie per,595
calorie per day,596
came,597
came back,598
campral,599
cancer,600
candy,601
cant,602
capsule,603
car,604
carb,605
carb diet,606
carbs,607
card,608
cardio,609
care,610
careful,611
carry,612
case,613
cat,614
catch,615
caught,616
cause,617
caused,618
causing,619
caution,620
center,621
cerave,622
certain,623
certainly,624
cessation,625
cetaphil,626
champix,627
chance,628
change,629
change diet,630
change eating,631
change eating habit,632
change life,633
change lifestyle,634
change skin,635
changed,636
changed diet,637
changed eating,638
changed eating habit,639
changed life,640
changer,641
changing,642
chantix,643
chantix day,644
chantix first,645
chantix month,646
chantix quit,647
chantix smoked,648
chantix week,649
chantix worked,650
chapped,651
chapped lip,652
chapstick,653
charm,654
cheap,655
cheaper,656
cheat,657
check,658
checked,659
checking,660
cheek,661
cheek chin,662
cheek forehead,663
cheese,664
chemical,665
chest,666
chest back,667
chest pain,668
chew,669
chewing,670
chicken,671
child,672
chill,673
chin,674
chin area,675
chin cheek,676
chin forehead,677
chocolate,678
choice,679
cholesterol,680
choose,681
chose,682
christmas,683
chronic,684
chronic insomnia,685
chronic pain,686
cig,687
cigarette,688
cigarette day,689
cigarette since,690
cigs,691
claravis,692
class,693
clean,694
cleaning,695
cleanser,696
cleansing,697
clear,698
clear acne,699
clear face,700
clear month,701
clear skin,702
cleared,703
cleared acne,704
cleared completely,705
cleared face,706
cleared skin,707
clearer,708
clearing,709
clearing acne,710
clearly,711
clindamycin,712
clinic,713
clinique,714
clock,715
clogged,716
clogged pore,717
clonazepam,718
close,719
closed,720
clothes,721
coconut,722
codeine,723
coffee,724
coke,725
cold,726
cold turkey,727
college,728
combat,729
combination,730
combined,731
combo,732
come,733
come back,734
comfortable,735
coming,736
coming back,737
comment,738
commercial,739
committed,740
common,741
common side,742
common side effect,743
company,744
compare,745
compared,746
complain,747
complaining,748
complaint,749
complete,750
completed,751
completely,752
completely clear,753
completely cleared,754
completely gone,755
completely stopped,756
complexion,757
complication,758
compliment,759
computer,760
con,761
concentrate,762
concentration,763
concern,764
concerned,765
condition,766
confidence,767
confident,768
confused,769
confusion,770
conjunction,771
conscious,772
consider,773
considerably,774
considered,775
considering,776
consistent,777
consistently,778
constant,779
constantly,780
constipated,781
constipation,782
consuming,783
consumption,784
contact,785
content,786
continue,787
continue take,788
continue taking,789
continue use,790
continue using,791
continued,792
continues,793
continuing,794
continuously,795
contraceptive,796
contrave,797
contrave day,798
contrave first,799
contrave lost,800
contrave month,801
contrave month lost,802
contrave since,803
contrave week,804
contrave week ago,805
control,806
control acne,807
control eat,808
control pill,809
controlled,810
controlling,811
conversation,812
convinced,813
cooking,814
cool,815
copay,816
cope,817
correct,818
cost,819
cost month,820
cotton,821
cotton mouth,822
couch,823
cough,824
coughing,825
could,826
could barely,827
could eat,828
could find,829
could get,830
could hardly,831
could never,832
could see,833
could sleep,834
could stop,835
could take,836
could tell,837
count,838
counter,839
counting,840
counting calorie,841
countless,842
couple,843
couple day,844
couple hour,845
couple month,846
couple time,847
couple week,848
couple year,849
coupon,850
course,851
cover,852
coverage,853
covered,854
covered insurance,855
covering,856
cracked,857
cracker,858
cramp,859
cramping,860
cranky,861
crap,862
crave,863
crave sweet,864
craved,865
craving,866
craving alcohol,867
craving cigarette,868
craving food,869
craving gone,870
craving sweet,871
crazy,872
crazy dream,873
cream,874
cream face,875
credit,876
cried,877
crossed,878
cry,879
cup,880
cup coffee,881
cup size,882
curb,883
curb appetite,884
curbed,885
curbed appetite,886
curbing,887
cure,888
cured,889
current,890
current weight,891
currently,892
cut,893
cut back,894
cut half,895
cut pill,896
cutting,897
cycle,898
cyclen,899
cymbalta,900
cyst,901
cystic,902
cystic acne,903
cystic acne chin,904
cystic acne year,905
cystic pimple,906
dad,907
daily,908
daily basis,909
daily routine,910
dairy,911
damage,912
dangerous,913
dark,914
dark spot,915
date,916
daughter,917
day,918
day acne,919
day ago,920
day ago already,921
day already,922
day already lost,923
day also,924
day back,925
day bad,926
day chantix,927
day cigarette,928
day contrave,929
day could,930
day day,931
day decided,932
day doctor,933
day dose,934
day drink,935
day dry,936
day eat,937
day eating,938
day even,939
day every,940
day exercise,941
day experienced,942
day face,943
day far,944
day feel,945
day feeling,946
day felt,947
day first,948
day first day,949
day first week,950
day get,951
day going,952
day got,953
day great,954
day headache,955
day hoping,956
day however,957
day instead,958
day last,959
day later,960
day lb,961
day like,962
day little,963
day long,964
day lost,965
day lost lb,966
day lost pound,967
day made,968
day make,969
day medication,970
day month,971
day morning,972
day much,973
day nausea,974
day never,975
day next,976
day night,977
day noticed,978
day one,979
day pill,980
day quit,981
day really,982
day saw,983
day see,984
day severe,985
day side,986
day side effect,987
day since,988
day skin,989
day smoke,990
day smoke free,991
day smoked,992
day smoker,993
day smoker year,994
day smoking,995
day sometimes,996
day started,997
day starting,998
day still,999
day stop,1000
day stopped,1001
day supply,1002
day take,1003
day taking,1004
day think,1005
day three,1006
day time,1007
day today,1008
day took,1009
day trial,1010
day tried,1011
day two,1012
day use,1013
day used,1014
day using,1015
day want,1016
day week,1017
day weight,1018
day went,1019
day without,1020
day work,1021
day worked,1022
day would,1023
day year,1024
daytime,1025
dead,1026
deal,1027
dealing,1028
dealt,1029
death,1030
debilitating,1031
dec,1032
decade,1033
december,1034
decent,1035
decide,1036
decided,1037
decided get,1038
decided give,1039
decided see,1040
decided stop,1041
decided stop taking,1042
decided take,1043
decided try,1044
decision,1045
decision ever,1046
decrease,1047
decrease appetite,1048
decreased,1049
decreased appetite,1050
decreasing,1051
deep,1052
deep sleep,1053
definitely,1054
definitely help,1055
definitely helped,1056
definitely recommend,1057
definitely work,1058
definitely worth,1059
degenerative,1060
degree,1061
dehydrated,1062
dehydration,1063
dependency,1064
dependent,1065
depending,1066
depends,1067
depressant,1068
depressed,1069
depression,1070
depression anxiety,1071
deprived,1072
derm,1073
dermatologist,1074
dermatologist gave,1075
dermatologist prescribed,1076
dermatologist prescribed epiduo,1077
dermatologist put,1078
dermatologist recommended,1079
dermatologist said,1080
dermatologist told,1081
describe,1082
described,1083
desire,1084
desire drink,1085
desire eat,1086
desire smoke,1087
desk,1088
desperate,1089
despite,1090
determined,1091
detox,1092
develop,1093
developed,1094
developing,1095
diabetes,1096
diabetic,1097
diabetic year,1098
diagnosed,1099
diagnosed type,1100
diagnosis,1101
diarrhea,1102
didnt,1103
die,1104
died,1105
diet,1106
diet exercise,1107
diet pill,1108
dieting,1109
difference,1110
difference skin,1111
different,1112
different medication,1113
differently,1114
differin,1115
differin gel,1116
difficult,1117
difficulty,1118
diminished,1119
dinner,1120
directed,1121
direction,1122
disappear,1123
disappeared,1124
disappointed,1125
disappointing,1126
disc,1127
discomfort,1128
discontinue,1129
discontinued,1130
discount,1131
discount card,1132
discouraged,1133
discovered,1134
disease,1135
disgusting,1136
disorder,1137
dizziness,1138
dizzy,1139
doc,1140
doc prescribed,1141
doctor,1142
doctor appointment,1143
doctor gave,1144
doctor help,1145
doctor office,1146
doctor prescribe,1147
doctor prescribed,1148
doctor put,1149
doctor recommended,1150
doctor said,1151
doctor say,1152
doctor see,1153
doctor started,1154
doctor suggested,1155
doctor switched,1156
doctor told,1157
doctor took,1158
doctor tried,1159
doctor want,1160
doctor wanted,1161
doesnt,1162
dog,1163
dollar,1164
done,1165
dont,1166
doryx,1167
dos,1168
dosage,1169
dose,1170
dose day,1171
dose lost,1172
dose side,1173
dose side effect,1174
dose still,1175
dose week,1176
dosing,1177
dot,1178
double,1179
doubt,1180
downfall,1181
downside,1182
doxepin,1183
doxy,1184
doxycycline,1185
drag,1186
drained,1187
dramatic,1188
dramatically,1189
drank,1190
drastic,1191
drastically,1192
drawback,1193
dream,1194
dream nightmare,1195
dream vivid,1196
dreaming,1197
dried,1198
dried skin,1199
drink,1200
drink lot,1201
drink lot water,1202
drink plenty,1203
drink plenty water,1204
drink water,1205
drinker,1206
drinker year,1207
drinking,1208
drinking lot,1209
drinking lot water,1210
drinking water,1211
drive,1212
driving,1213
drop,1214
dropped,1215
dropped lb,1216
dropped pound,1217
dropping,1218
drowsiness,1219
drowsy,1220
drug,1221
drug help,1222
drug make,1223
drug month,1224
drug really,1225
drug work,1226
drugged,1227
drunk,1228
dry,1229
dry eye,1230
dry face,1231
dry flaky,1232
dry lip,1233
dry mouth,1234
dry mouth constipation,1235
dry mouth drink,1236
dry mouth side,1237
dry skin,1238
dry skin lip,1239
drying,1240
dryness,1241
duac,1242
due,1243
due side,1244
due side effect,1245
dull,1246
duration,1247
dying,1248
ear,1249
earlier,1250
early,1251
early morning,1252
ease,1253
easier,1254
easily,1255
easy,1256
easy use,1257
eat,1258
eat anything,1259
eat calorie,1260
eat day,1261
eat eat,1262
eat feel,1263
eat food,1264
eat get,1265
eat healthy,1266
eat le,1267
eat little,1268
eat lot,1269
eat meal,1270
eat much,1271
eat right,1272
eat small,1273
eat small meal,1274
eat small portion,1275
eat smaller,1276
eat smaller portion,1277
eat something,1278
eat want,1279
eaten,1280
eater,1281
eating,1282
eating better,1283
eating calorie,1284
eating habit,1285
eating healthier,1286
eating healthy,1287
eating le,1288
eating lot,1289
eating much,1290
eating right,1291
eating small,1292
eczema,1293
edge,1294
effect,1295
effect also,1296
effect appetite,1297
effect away,1298
effect bad,1299
effect constipation,1300
effect day,1301
effect drug,1302
effect dry,1303
effect dry lip,1304
effect dry mouth,1305
effect except,1306
effect experienced,1307
effect far,1308
effect feel,1309
effect feeling,1310
effect felt,1311
effect first,1312
effect get,1313
effect gone,1314
effect headache,1315
effect horrible,1316
effect however,1317
effect insomnia,1318
effect like,1319
effect little,1320
effect lost,1321
effect make,1322
effect medication,1323
effect medicine,1324
effect mild,1325
effect minimal,1326
effect much,1327
effect nausea,1328
effect noticed,1329
effect one,1330
effect people,1331
effect really,1332
effect severe,1333
effect sleep,1334
effect slight,1335
effect started,1336
effect still,1337
effect take,1338
effect taking,1339
effect took,1340
effect week,1341
effect weight,1342
effect went,1343
effect went away,1344
effect whatsoever,1345
effect worth,1346
effect would,1347
effect yet,1348
effective,1349
effectively,1350
effectiveness,1351
effort,1352
egg,1353
eight,1354
either,1355
elavil,1356
eliminate,1357
eliminated,1358
else,1359
embarrassed,1360
embarrassing,1361
emergency,1362
emergency room,1363
emotion,1364
emotional,1365
emotionally,1366
empty,1367
empty stomach,1368
encourage,1369
end,1370
end day,1371
end month,1372
end week,1373
ended,1374
endo,1375
endocrinologist,1376
energetic,1377
energized,1378
energy,1379
energy level,1380
enjoy,1381
enjoyed,1382
enjoying,1383
enough,1384
entire,1385
entire day,1386
entire face,1387
entire life,1388
entirely,1389
epiduo,1390
epiduo forte,1391
epiduo gel,1392
epiduo month,1393
epiduo week,1394
episode,1395
especially,1396
especially around,1397
esteem,1398
etc,1399
even,1400
even feel,1401
even take,1402
even think,1403
even though,1404
even tried,1405
even want,1406
even worse,1407
evening,1408
event,1409
eventually,1410
ever,1411
ever done,1412
ever made,1413
ever since,1414
ever taken,1415
ever tried,1416
ever used,1417
ever worked,1418
every,1419
every day,1420
every diet,1421
every hour,1422
every minute,1423
every month,1424
every morning,1425
every night,1426
every single,1427
every time,1428
every two,1429
every week,1430
everybody,1431
everyday,1432
everyone,1433
everyone different,1434
everyone else,1435
everything,1436
everything else,1437
everything nothing,1438
everything sun,1439
everywhere,1440
exact,1441
exactly,1442
exactly week,1443
example,1444
excellent,1445
except,1446
exception,1447
excercise,1448
excess,1449
excessive,1450
excited,1451
excited see,1452
excruciating,1453
exercise,1454
exercise daily,1455
exercise day,1456
exercise day week,1457
exercise eat,1458
exercise lost,1459
exercise time,1460
exercise time week,1461
exercised,1462
exercising,1463
exhausted,1464
exhaustion,1465
expect,1466
expected,1467
expecting,1468
expensive,1469
experience,1470
experience nausea,1471
experience side,1472
experience side effect,1473
experienced,1474
experienced dry,1475
experienced dry mouth,1476
experienced nausea,1477
experienced severe,1478
experienced side,1479
experienced side effect,1480
experiencing,1481
explained,1482
extended,1483
extended release,1484
extent,1485
extra,1486
extreme,1487
extreme fatigue,1488
extreme nausea,1489
extremely,1490
extremely dry,1491
extremely happy,1492
extremely oily,1493
extremely tired,1494
eye,1495
eye drop,1496
eyebrow,1497
fabulous,1498
face,1499
face acne,1500
face back,1501
face broke,1502
face chest,1503
face clear,1504
face cleared,1505
face completely,1506
face dry,1507
face feel,1508
face get,1509
face got,1510
face look,1511
face really,1512
face red,1513
face started,1514
face wash,1515
facial,1516
fact,1517
factor,1518
fade,1519
faded,1520
fading,1521
fail,1522
failed,1523
failure,1524
fair,1525
fairly,1526
fall,1527
fall asleep,1528
fall asleep stay,1529
fall asleep within,1530
fall back,1531
fall back sleep,1532
fall right,1533
falling,1534
falling asleep,1535
falling asleep staying,1536
family,1537
fantastic,1538
far,1539
far best,1540
far feel,1541
far good,1542
far happy,1543
far lost,1544
far lost lb,1545
far lost pound,1546
far side,1547
far side effect,1548
farxiga,1549
fast,1550
fast food,1551
faster,1552
fastin,1553
fasting,1554
fasting blood,1555
fasting blood sugar,1556
fat,1557
fat diet,1558
father,1559
fatigue,1560
fatigued,1561
fatty,1562
fatty food,1563
fault,1564
favorite,1565
fda,1566
fear,1567
feb,1568
february,1569
fed,1570
feel,1571
feel amazing,1572
feel bad,1573
feel better,1574
feel bit,1575
feel fine,1576
feel full,1577
feel good,1578
feel great,1579
feel groggy,1580
feel hungry,1581
feel like,1582
feel like eating,1583
feel little,1584
feel much,1585
feel much better,1586
feel nauseous,1587
feel need,1588
feel normal,1589
feel really,1590
feel refreshed,1591
feel rested,1592
feel sick,1593
feel sleepy,1594
feel tired,1595
feeling,1596
feeling better,1597
feeling great,1598
feeling hungry,1599
feeling like,1600
feeling much,1601
feeling refreshed,1602
feeling sick,1603
feeling tired,1604
fell,1605
fell asleep,1606
felt,1607
felt bad,1608
felt better,1609
felt fine,1610
felt good,1611
felt great,1612
felt horrible,1613
felt like,1614
felt little,1615
felt nauseous,1616
felt sick,1617
felt tired,1618
female,1619
female started,1620
fever,1621
fewer,1622
fiber,1623
fibromyalgia,1624
fifth,1625
fight,1626
fighting,1627
figure,1628
figured,1629
fill,1630
filled,1631
final,1632
finally,1633
finally decided,1634
finally feel,1635
finally found,1636
finally got,1637
finally went,1638
finally went dermatologist,1639
find,1640
find something,1641
finding,1642
fine,1643
finger,1644
finger crossed,1645
finish,1646
finished,1647
finishing,1648
fioricet,1649
fiorinal,1650
fire,1651
first,1652
first couple,1653
first couple day,1654
first couple month,1655
first couple week,1656
first day,1657
first day felt,1658
first day taking,1659
first day took,1660
first dose,1661
first injection,1662
first month,1663
first month lost,1664
first night,1665
first one,1666
first pack,1667
first pill,1668
first started,1669
first started taking,1670
first started using,1671
first thing,1672
first thing morning,1673
first three,1674
first time,1675
first time life,1676
first time took,1677
first time year,1678
first took,1679
first two,1680
first two day,1681
first two month,1682
first two week,1683
first week,1684
first week lost,1685
first week skin,1686
first week taking,1687
first year,1688
fish,1689
fit,1690
fitness,1691
fitness pal,1692
five,1693
five day,1694
five month,1695
five year,1696
fix,1697
fixed,1698
flake,1699
flakey,1700
flaking,1701
flaky,1702
flaky skin,1703
flare,1704
flash,1705
flat,1706
flawless,1707
floor,1708
flu,1709
fluid,1710
focus,1711
focused,1712
fog,1713
foggy,1714
follow,1715
followed,1716
following,1717
following day,1718
food,1719
food choice,1720
food craving,1721
food eat,1722
food eating,1723
food intake,1724
foot,1725
force,1726
force eat,1727
forced,1728
forehead,1729
forehead cheek,1730
forehead chin,1731
forever,1732
forget,1733
forget eat,1734
forgot,1735
form,1736
forming,1737
forte,1738
forth,1739
forward,1740
found,1741
found something,1742
found work,1743
foundation,1744
four,1745
four day,1746
four hour,1747
four month,1748
four week,1749
four year,1750
fourth,1751
frame,1752
free,1753
free day,1754
free month,1755
free trial,1756
free week,1757
free year,1758
frequency,1759
frequent,1760
frequent urination,1761
frequently,1762
fresh,1763
freshman,1764
friday,1765
fridge,1766
fried,1767
fried food,1768
friend,1769
friend family,1770
front,1771
fruit,1772
fruit veggie,1773
frustrated,1774
frustrating,1775
full,1776
full blown,1777
full day,1778
full dosage,1779
full dose,1780
full fast,1781
full feeling,1782
full hour,1783
full month,1784
full night,1785
full night sleep,1786
full quickly,1787
full time,1788
full week,1789
fuller,1790
fully,1791
fun,1792
function,1793
functioning,1794
funny,1795
fusion,1796
future,1797
fuzzy,1798
gabapentin,1799
gain,1800
gain back,1801
gain weight,1802
gain weight back,1803
gained,1804
gained back,1805
gained lb,1806
gained pound,1807
gained weight,1808
gained weight back,1809
gaining,1810
gaining weight,1811
gallon,1812
garbage,1813
gas,1814
gastric,1815
gastric bypass,1816
gave,1817
gave prescription,1818
gave sample,1819
gel,1820
general,1821
generally,1822
generic,1823
gentle,1824
get,1825
get acne,1826
get back,1827
get back sleep,1828
get bad,1829
get bed,1830
get better,1831
get breakout,1832
get cystic,1833
get day,1834
get dry,1835
get dry mouth,1836
get full,1837
get good,1838
get headache,1839
get hour,1840
get hour sleep,1841
get hungry,1842
get lb,1843
get little,1844
get medication,1845
get occasional,1846
get pill,1847
get pimple,1848
get really,1849
get rid,1850
get rid acne,1851
get sick,1852
get side,1853
get side effect,1854
get sleep,1855
get used,1856
get weight,1857
get worse,1858
get worse get,1859
getting,1860
getting better,1861
getting hour,1862
getting hour sleep,1863
getting rid,1864
getting sleep,1865
getting used,1866
getting worse,1867
gianvi,1868
girl,1869
give,1870
give another,1871
give energy,1872
